Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
1999,July,Maryland,Restaurant,,,,,,4,0,0
1999,July,Maryland,,,,Salmonella enterica,Newport,Confirmed,23,1,0
1999,July,Maryland,,,,,,,2,0,0
1999,July,Maryland,Restaurant,,,,,,4,0,0
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant,"Sandwich, Chicken Parmesan",,Salmonella enterica,Enteritidis,Confirmed,3,,
1999,July,Maryland,Restaurant,"Other Cheese, Unspecified; Omelette; Tomato, Unspecified",,,,,2,,
1999,July,Maryland,Restaurant,,,,,,2,,
1999,July,Maryland,Restaurant; Catering Service,"Pork, Unspecified",,,,,28,1,0
1999,July,Massachusetts,Private Home/Residence,"Goat, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,20,,
1999,July,Michigan,,Multiple Foods,,Norovirus genogroup I,,Confirmed,62,,
1999,July,Michigan,,"Sandwich, Unspecified; Salad, Unspecified",,Hepatitis A,,Confirmed,40,,
1999,July,Michigan,,"Sandwich, Submarine",,,,,22,,
1999,July,Michigan,Restaurant,,,,,,2,,
1999,July,Michigan,Restaurant,Rice,,,,,6,,0
1999,July,Michigan,School/College/University,,,,,,9,,
1999,July,Minnesota,Restaurant,"Cheese, Unspecified",,Norovirus genogroup I,,Suspected,7,0,0
1999,July,Minnesota,Catering Service,"Ground Beef, Meatballs",,Norovirus genogroup I,,Confirmed,9,0,0
1999,July,Missouri,Catering Service,"Basil, Unspecified",Spices,Cyclospora cayatenensis,,Confirmed,62,1,0
1999,July,Missouri,Grocery Store,,,,,,20,,
1999,July,Multistate,Restaurant,"Cake, Tiramisu; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,16,0,0
1999,July,Multistate,Restaurant,Crab Cakes,,Salmonella enterica,Enteritidis,Confirmed,9,3,0
1999,July,Multistate,Nursing Home/Assisted Living Facility,"Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,3,0,0
1999,July,New Jersey,Restaurant,"Cake, Tiramisu",,Salmonella enterica,Unknown,Confirmed,16,0,0
1999,July,New York,,,,,,,60,,
1999,July,New York,Restaurant,"Salsa, Unspecified",,,,,4,,
1999,July,New York,Camp,,,Salmonella enterica,Typhimurium,Confirmed,13,,
1999,July,New York,,,,,,,15,0,0
1999,July,North Carolina,Restaurant,"Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,,
1999,July,North Carolina,Camp,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,7,,
1999,July,North Carolina,,"Ham, Unspecified",,Staphylococcus aureus,,Confirmed,46,,
1999,July,North Carolina,,"Ham, Unspecified",,Norovirus genogroup I,,Suspected,45,,
1999,July,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,6,,
1999,July,Ohio,Restaurant; Private Home/Residence,,,,,,30,,
1999,July,Ohio,Restaurant,"Pizza, Unspecified",,,,,4,0,0
1999,July,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,18,,0
1999,July,Ohio,Camp,,,Norovirus genogroup I,,Confirmed,42,4,
1999,July,Ohio,Restaurant,Coleslaw,Leafy Green,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,18,11,
1999,July,Ohio,,,,,,,6,0,0
1999,July,Ohio,Private Home/Residence,"Beef, Unspecified",,,,,4,0,0
1999,July,Ohio,Restaurant,Blue Cheese Dressing; Ranch Dressing,,,,,3,0,0
1999,July,Oregon,Restaurant,"Roast Beef, Unspecified",,Clostridium perfringens,,Suspected,13,0,0
1999,July,Oregon,,"Sandwich, Unspecified; Mixed Fruit",,Norovirus genogroup I,,Confirmed,44,0,0
1999,July,Oregon,Camp,,,Norovirus genogroup I,GI_1,Confirmed,187,0,0
1999,July,Oregon,,Shrimp Dishes Unspecified,,Norovirus genogroup I,Unknown,Confirmed,43,0,0
1999,July,Pennsylvania,,,,Staphylococcus aureus,,Confirmed,3,,
1999,July,Tennessee,Restaurant,"Pork, Unspecified",,,,,21,3,0
1999,July,Tennessee,Private Home/Residence,"Ice Cream, Unspecified",,Salmonella enterica,Heidelberg,Confirmed,12,1,0
1999,July,Texas,,,,Hepatitis A,,Confirmed,76,,
1999,July,Texas,Camp,,,,,,75,,
1999,July,Texas,Restaurant,"Chicken, Unspecified",Chicken,Salmonella enterica,Javiana,Confirmed,7,7,0
1999,July,Virginia,Catering Service,"Croissants; Ham, Unspecified",,Norovirus genogroup I,,Confirmed,33,,0
1999,July,Washington,Private Home/Residence,"Oysters, Unspecified",,Vibrio parahaemolyticus,,Suspected,3,,
1999,July,Washington,Restaurant,"Potato, Mashed",,,,,3,0,
1999,July,Washington,,"Eggs, Unspecified",,Salmonella enterica,Hadar,Confirmed,3,,
1999,July,Washington,Restaurant,"Soup, Beef-Based",,,,,2,0,
1999,July,Washington,Restaurant,"Sandwich, Other Vegetable",,,,,41,,
1999,July,Washington,Restaurant,"Eggs, Unspecified",,Salmonella enterica,,Suspected,2,,
1999,July,West Virginia,Camp,Multiple Foods,,Norovirus genogroup I; Staphylococcus aureus,,Suspected; Suspected,126,11,
1999,July,Wisconsin,Nursing Home/Assisted Living Facility,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,4,0,0
1999,July,Wisconsin,Nursing Home/Assisted Living Facility,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,5,3,0
1999,August,Alabama,Restaurant,,,,,,2,0,0
1999,August,Alabama,Restaurant,,,,,,2,0,0
1999,August,Alabama,Restaurant,,,,,,3,0,0
1999,August,Alabama,Restaurant,,,,,,4,0,0
1999,August,Alabama,Restaurant,,,,,,2,0,0
1999,August,Alabama,Restaurant,,,,,,4,0,0
1999,August,Arkansas,Prison/Jail,,,Salmonella enterica; Salmonella enterica,Typhimurium; Newport,Confirmed; Confirmed,85,2,0
1999,August,California,Private Home/Residence,"Chicken, Unspecified",,Salmonella enterica,Hadar,Confirmed,11,0,0
1999,August,California,Catering Service,"Stew/Chili, Other; Steak, Sirloin",,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,460,0,0
1999,August,California,Restaurant,,,Virus,,Suspected,11,0,0
1999,August,California,Camp,,,,,,57,0,0
1999,August,California,Restaurant,,,,,,7,0,0
1999,August,California,Restaurant,Potato Salad,,Virus,,Suspected,13,0,0
1999,August,California,Restaurant,,,Staphylococcus aureus,,Suspected,12,0,0
1999,August,Colorado,Restaurant,"Chicken, Unspecified; Ice; Mixed Vegetables, Unspecified",,Norovirus genogroup I,,Suspected,48,0,0
1999,August,Colorado,Catering Service,Chick Peas,,Clostridium perfringens,,Suspected,2,,
1999,August,Colorado,Restaurant,"Rice Dishes, Unspecified; Stew/Chili, Unspecified",Rice,Clostridium perfringens,,Suspected,5,,
1999,August,Connecticut,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,12,3,0
1999,August,Florida,Restaurant,"Sandwich, Chicken",,,,,2,,
1999,August,Florida,Restaurant,"Sandwich, Cuban",,,,,3,0,0
1999,August,Florida,Restaurant,"Chicken, Buffalo Wings; Blue Cheese Dressing",,,,,2,0,0
1999,August,Florida,Restaurant,"Potato, Baked",,Staphylococcus aureus,,Suspected,2,,
1999,August,Florida,Restaurant,"Chicken, Buffalo Wings",,Bacillus cereus,,Confirmed,2,0,0
1999,August,Florida,Restaurant,"Oysters, Raw",,Vibrio parahaemolyticus,,Suspected,3,,
1999,August,Florida,Restaurant,Salad Bar,,,,,2,0,0
1999,August,Florida,Private Home/Residence,"Stew/Chili, Other; Ground Beef, Hamburger",Beef; Beef,,,,19,1,0
1999,August,Florida,Restaurant,"Refried Beans, Unspecified",,,,,2,,
1999,August,Florida,Restaurant,"Ice Cream, Commercial",,Staphylococcus aureus,,Suspected,3,0,0
1999,August,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Suspected,2,1,
1999,August,Florida,Restaurant,"Chicken, Fried",,Staphylococcus aureus,,Suspected,2,1,0
1999,August,Florida,,"Rice, Yellow; Fish, Catfish",,,,,2,,
1999,August,Florida,Restaurant,"Chicken, Fried",,Bacillus cereus,,Suspected,2,,
1999,August,Florida,Grocery Store,"Deli Meat, Sliced Ham; Deli Meat, Sliced Roast Beef; Deli Meat, Sliced Turkey",,Listeria monocytogenes,,Confirmed,2,2,1
1999,August,Florida,Grocery Store,"Ground Beef, Sausage",,Staphylococcus aureus,,Suspected,3,0,0
1999,August,Florida,Restaurant,"Sandwich, Submarine",,,,,2,0,0
1999,August,Florida,Restaurant,"Salad, Unspecified",,Hepatitis A,,Confirmed,4,0,0
1999,August,Florida,Restaurant,,,,,,3,0,0
1999,August,Florida,Private Home/Residence,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,2,0,0
1999,August,Florida,Restaurant,"Pizza, Unspecified",,,,,7,0,0
1999,August,Georgia,Restaurant,"Lettuce, Unspecified",Leafy Green,Norovirus genogroup I,,Suspected,127,3,0
1999,August,Hawaii,Private Home/Residence,"Poi, Unspecified",,Staphylococcus aureus,,Confirmed,11,0,0
1999,August,Hawaii,Restaurant,"Oysters, Raw",,,,,12,0,0
1999,August,Hawaii,Private Home/Residence,"Fish, Kole",Fin Fish,Ciguatoxin,,Confirmed,4,,
1999,August,Illinois,Restaurant,"Taco, Beef",,,,,7,,
1999,August,Illinois,Restaurant,,,,,,3,0,
1999,August,Illinois,Catering Service,"Potato Salad; Bread, Unspecified",,,,,46,0,0
1999,August,Iowa,,Ice; Ice,,Norovirus genogroup I,,Suspected,38,0,0
1999,August,Iowa,Camp,"Ground Beef, Meatloaf",,Norovirus genogroup I,,Confirmed,56,0,0
1999,August,Kansas,,,,Salmonella enterica,Newport,Confirmed,36,,
1999,August,Maryland,Restaurant,"Rice, Unspecified; Beans, Unspecified",,,,,2,0,0
1999,August,Maryland,Restaurant,,,,,,4,0,0
1999,August,Maryland,Restaurant,,,,,,2,0,0
1999,August,Maryland,Restaurant,"Chicken, Fried",,,,,2,0,0
1999,August,Maryland,Restaurant,,,,,,5,,
1999,August,Maryland,Restaurant,,,,,,3,0,0
1999,August,Maryland,Restaurant,"Steak, Prime Rib; Green Beans, Unspecified",,,,,2,,
1999,August,Maryland,Restaurant; Private Home/Residence; Grocery Store,"Chicken, Other",Sauces/ Dressings,,,,4,0,0
1999,August,Maryland,Restaurant,"Chicken, Nuggets/Fingers",,,,,3,,
1999,August,Maryland,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,25,0,0
1999,August,Maryland,Restaurant; Catering Service,,,Salmonella enterica,Braenderup,Confirmed,14,,0
1999,August,Massachusetts,Restaurant,Yellowfin Tuna,Fin Fish,Scombroid toxin,,Confirmed,6,,
1999,August,Michigan,,"Lettuce, Unspecified",,,,,41,,
1999,August,Michigan,Restaurant,,,,,,3,,
1999,August,Michigan,,,,,,,26,0,0
1999,August,Michigan,Restaurant,,,,,,2,,
1999,August,Michigan,Restaurant,,,,,,2,0,0
1999,August,Michigan,Restaurant,,,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,3,1,0
1999,August,Michigan,Restaurant,,,,,,3,0,0
1999,August,Michigan,Restaurant,,,,,,2,0,0
1999,August,Michigan,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,13,6,0
1999,August,Minnesota,Restaurant,Antipasta Salad,,Norovirus genogroup I,,Suspected,15,0,0
1999,August,Minnesota,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,3,0,0
1999,August,Minnesota,Restaurant,"Enchilada, Chicken",,Norovirus genogroup I,,Confirmed,7,0,0
1999,August,Minnesota,Restaurant,Lettuce-Based Salads Unspecified,Leafy Green,Norovirus genogroup I,,Confirmed,25,0,0
1999,August,Multistate,,"Pate, Unspecified",,Listeria monocytogenes,,Confirmed,11,,
1999,August,Multistate,Restaurant; Grocery Store,"Romaine Lettuce, Unspecified",Leafy Green,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,14,6,0
1999,August,Multistate,Restaurant,"Lasagna; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,14,4,0
1999,August,Multistate,Prison/Jail,"French Toast, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,5,0,0
1999,August,Multistate,Restaurant,"Eggs, Other; Blintz, Cheese",,Salmonella enterica,Enteritidis,Confirmed,9,0,0
1999,August,Multistate,,,,Salmonella enterica,Enteritidis,Confirmed,30,0,0
1999,August,Multistate,Restaurant,Alfalfa Sprouts,Sprouts,Salmonella enterica,Muenchen,Confirmed,157,16,0
1999,August,New Jersey,Camp,"Eggs, Unspecified",,Salmonella enterica,Group B,Confirmed,60,1,
1999,August,New Jersey,Private Home/Residence,,,,,,9,,
1999,August,New York,Restaurant,"Mashed Potato/Gravy; Biscuits And Gravy; Chicken, Unspecified",,Clostridium perfringens,,Confirmed,12,,
1999,August,New York,Restaurant; Catering Service,"Sandwich, Unspecified; Pasta Salad",,Virus,,Suspected,11,,
1999,August,New York,Restaurant,Chicken Salad,Chicken,Salmonella enterica,Enteritidis,Confirmed,15,,
1999,August,New York,,,,Salmonella enterica,Group C1,Confirmed,2,,
1999,August,New York,Private Home/Residence,"Crab, Unspecified",Crustacean,Vibrio parahaemolyticus,,Confirmed,7,,
1999,August,New York,Restaurant,,,,,,2,,
1999,August,New York,Restaurant,Tuna Steak,,Scombroid toxin,,Confirmed,2,,
1999,August,North Carolina,Restaurant,"Lasagna, Unspecified",,Salmonella enterica,,Confirmed,8,,
1999,August,North Carolina,,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,3,,
1999,August,North Carolina,Restaurant,,,Salmonella enterica,,Confirmed,3,,
1999,August,Ohio,Catering Service,"Roast Beef, Unspecified",,Clostridium perfringens,,Confirmed,55,,
1999,August,Ohio,Catering Service,"Salad, Unspecified",,,,,44,0,0
1999,August,Ohio,Restaurant,"Pizza, Unspecified",,,,,3,0,0
1999,August,Ohio,Restaurant,,,,,,6,0,0
1999,August,Ohio,Catering Service,"Ham, Unspecified",,Staphylococcus aureus,,Confirmed,4,0,0
1999,August,Ohio,Private Home/Residence,"Ground Beef, Unspecified",,,,,4,0,0
1999,August,Ohio,Religious Facility,,,Staphylococcus aureus,,Confirmed,24,4,0
1999,August,Ohio,,"Beans, Baked",,Salmonella enterica,Enteritidis,Confirmed,23,,0
1999,August,Oregon,,,,Norovirus genogroup I,,Confirmed,10,0,0
1999,August,Oregon,,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,7,0,0
1999,August,Oregon,Restaurant,Ranch Dressing,,,,,50,0,0
1999,August,Oregon,Private Home/Residence,"Seafood Dish, Unspecified",,,,,12,0,0
1999,August,Oregon,,,,,,,17,0,0
1999,August,Pennsylvania,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,8,1,0
1999,August,Pennsylvania,School/College/University,"Tomato, Unspecified; Roast Beef, Unspecified; Green Pea Salad",,Norovirus genogroup I,,Suspected,14,,
1999,August,Pennsylvania,Catering Service,"Liquor; Roast Beef, Unspecified",Beef,Clostridium perfringens,,Confirmed,24,1,0
1999,August,Pennsylvania,School/College/University,,,,,,156,,0
1999,August,Rhode Island,Restaurant,,,,,,33,0,0
1999,August,Texas,,,,Shigella sonnei,,Confirmed,46,,
1999,August,Washington,Catering Service,"Beans, Baked",,Clostridium perfringens,,Suspected,30,,
1999,August,Washington,Catering Service,,,Clostridium perfringens,,Suspected,11,,
1999,August,Washington,,"Pie, Merengue",,,,,2,,
1999,August,Washington,Restaurant,"Salad, Unspecified",,,,,2,0,
1999,August,Washington,Restaurant,,,,,,3,,
1999,August,Washington,Restaurant,,,,,,2,,
1999,August,Washington,Restaurant,"Sandwich, Turkey",,,,,3,,
1999,August,Wisconsin,Catering Service,,,Norovirus genogroup I,,Confirmed,36,1,0
1999,September,Alabama,Restaurant,,,,,,4,0,0
1999,September,Alabama,Restaurant,,,,,,2,0,0
1999,September,Arizona,Prison/Jail,"Turkey, Unspecified; Lima Beans",,Bacillus cereus,,Suspected,52,0,0
1999,September,California,School/College/University,,,Salmonella enterica,Enteritidis,Confirmed,40,1,0
1999,September,California,Private Home/Residence,,,,,,12,0,0
1999,September,California,Restaurant,,,,,,10,0,0
1999,September,California,Private Home/Residence,"Salsa, Unspecified; Macaroni Salad; Chicken, Unspecified",,Shigella sonnei,,Confirmed,13,0,0
1999,September,California,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,2,0
1999,September,California,Catering Service,Guacamole,,,,,27,0,0
1999,September,California,Restaurant,"Octopus, Unspecified",,,,,10,0,0
1999,September,California,,Unspecified Beverage; Ice,,,,,19,0,0
1999,September,Colorado,Camp,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,9,0,0
1999,September,Connecticut,Restaurant,"Roast Beef, Unspecified",,,,,37,0,0
1999,September,Connecticut,Restaurant,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,4,1,0
1999,September,Florida,Restaurant,Unspecified Fish,,,,,2,,
1999,September,Florida,Private Home/Residence,"Fajita, Beef",Leafy Green; Vine-Stalk Eg. Tomato,Shigella sonnei,,Confirmed,6,0,0
1999,September,Florida,Restaurant,"Chicken, Buffalo Wings",Chicken,Staphylococcus aureus,,Suspected,3,0,0
1999,September,Florida,Restaurant,"Fish, Flounder, Unspecified",,Scombroid toxin,,Suspected,4,,
1999,September,Florida,Restaurant,,,,,,4,0,0
1999,September,Florida,Restaurant,"Chicken, Fried; Shrimp, Fried",,,,,2,0,0
1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,Staphylococcus aureus,,Suspected,4,0,0
1999,September,Florida,Restaurant,"Fajita, Beef",,,,,2,0,0
1999,September,Florida,Restaurant,"Crab, Steamed; Shrimp, Unspecified; Sushi, Unspecified",,Staphylococcus aureus,,Suspected,2,0,0
1999,September,Florida,Restaurant,"Fish, Amberjack",Fin Fish,,,,2,0,0
1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,2,0,0
1999,September,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,4,0,0
1999,September,Florida,Restaurant,,,,,,4,,
1999,September,Florida,Restaurant,"Oysters, Steamed; Potato Skins",,,,,2,0,0
1999,September,Florida,Restaurant,Black Beans,,Clostridium perfringens,,Suspected,4,0,0
1999,September,Florida,Private Home/Residence,Garlic And Oil,,Clostridium botulinum,,Confirmed,3,3,0
1999,September,Florida,Restaurant,"Shrimp, Unspecified",,Staphylococcus aureus,,Suspected,3,0,0
1999,September,Georgia,,,,Salmonella enterica,Newport,Confirmed,15,,0
1999,September,Georgia,Restaurant,"Burrito, Chicken; Taco, Chicken; Chicken, Nuggets/Fingers",Chicken; Chicken; Chicken,Salmonella enterica,Typhimurium,Confirmed,8,1,0
1999,September,Georgia,Catering Service,"Pork, Bbq",Pork,Staphylococcus aureus,,Confirmed,100,15,0
1999,September,Georgia,Restaurant; Private Home/Residence,"Pork, Bbq",,Salmonella enterica,Hadar,Confirmed,60,24,0
1999,September,Hawaii,Restaurant,"Fish, Ono",,Scombroid toxin,,Confirmed,3,0,0
1999,September,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",,Ciguatoxin,,Suspected,5,1,0
1999,September,Hawaii,Private Home/Residence,"Fish, Opelu Kala",,Ciguatoxin,,Confirmed,3,0,0
1999,September,Illinois,Catering Service,,,Norovirus genogroup I,,Confirmed,14,,0
1999,September,Illinois,Catering Service,,,Norovirus genogroup I,,Suspected,17,0,0
1999,September,Illinois,Restaurant,,,,,,2,0,0
1999,September,Illinois,,"Apple Cider, Unspecified",,Salmonella enterica,Agona,Suspected,8,2,0
1999,September,Illinois,Restaurant,,,Salmonella enterica,Enteritidis,Suspected,10,,0
1999,September,Illinois,Restaurant,,,,,,8,0,0
1999,September,Illinois,Private Home/Residence,"Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,321,17,0
1999,September,Indiana,Private Home/Residence,Potato Salad,Egg,Shigella sonnei,,Confirmed,5,1,0
1999,September,Indiana,Catering Service,,,Virus,,Suspected,280,0,0
1999,September,Iowa,Restaurant,"Steak, Beef Tips",,Clostridium perfringens,,Suspected,88,2,0
1999,September,Iowa,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Suspected,16,0,0
1999,September,Maine,Catering Service,,,,,,3,0,0
1999,September,Maryland,Grocery Store,,,Escherichia coli,,Suspected,3,3,0
1999,September,Maryland,Restaurant,,,,,,2,0,0
1999,September,Maryland,Restaurant,,,,,,3,0,0
1999,September,Maryland,Religious Facility,,,Campylobacter jejuni; Clostridium perfringens,,Confirmed; Suspected,34,0,0
1999,September,Maryland,School/College/University,"Other Cheese, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,49,6,0
1999,September,Maryland,,Macaroni Salad; Potato Salad,,Shigella sonnei,,Confirmed,7,0,0
1999,September,Maryland,Catering Service,,,,,,2,0,0
1999,September,Massachusetts,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,13,2,
1999,September,Michigan,Restaurant,,,Norovirus genogroup I,,Confirmed,17,0,0
1999,September,Michigan,Restaurant,,,,,,3,0,
1999,September,Minnesota,Restaurant,"Deli Meat, Unspecified",,Listeria monocytogenes,,Confirmed,5,5,1
1999,September,Minnesota,Private Home/Residence,Macaroni Salad; Fruit Salad,,Norovirus genogroup I,,Suspected,16,0,0
1999,September,Minnesota,Restaurant; Catering Service,Cantaloupe,,Norovirus genogroup I,,Suspected,5,0,0
1999,September,Minnesota,Religious Facility,Ice,,Norovirus genogroup I,,Suspected,20,0,0
1999,September,Montana,,,,Salmonella enterica,,Suspected,5,,
1999,September,Montana,,,,Virus,,Suspected,18,,
1999,September,New Jersey,Restaurant,,,,,,6,,
1999,September,New York,Restaurant,Multiple Foods,,Virus,,Suspected,29,,
1999,September,North Carolina,Catering Service,,,Norovirus genogroup I,,Confirmed,56,,
1999,September,Ohio,Restaurant,"Sandwich, Unspecified; Salad, Unspecified",,Norovirus genogroup I,,Confirmed,63,1,
1999,September,Ohio,Private Home/Residence; Fair/Festival,,,Norovirus genogroup I,,Suspected,39,,0
1999,September,Ohio,School/College/University,"Chocolate Milk, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,82,,0
1999,September,Oregon,Private Home/Residence,,,Clostridium perfringens,,Suspected,39,,
1999,September,Oregon,,,,,,,11,0,0
1999,September,Oregon,Private Home/Residence,"Tamale, Unspecified; Chicken, Baked",,Clostridium perfringens,,Confirmed,87,0,0
1999,September,Oregon,,,,Norovirus genogroup II,Unknown,Confirmed,45,0,0
1999,September,Pennsylvania,Restaurant,"Pizza, Unspecified; Bread, Unspecified; Garlic, Unspecified",,,,,5,0,0
1999,September,Pennsylvania,,,,Salmonella enterica,Stanley,Confirmed,6,0,0
1999,September,Texas,,,,Hepatitis A,,Confirmed,4,,
1999,September,Texas,,,,Shigella sonnei,,Confirmed,5,,
1999,September,Texas,,"Pork, Unspecified",,Yersinia enterocolitica,,Confirmed,32,,
1999,September,Vermont,Restaurant; Private Home/Residence,,,Hepatitis A,,Confirmed,12,2,0
1999,September,Virginia,,"Beef, Stew",,Clostridium perfringens,,Suspected,8,0,0
1999,September,Washington,Restaurant,"Chicken, Smoked; Beans, Unspecified",,,,,2,,
1999,September,Washington,,"Tomato, Unspecified; Leaf Lettuce, Unspecified",,Norovirus genogroup I,Unknown,Confirmed,115,,
1999,September,Washington,Restaurant; Prison/Jail,"Ethnic Style, Unspecified; Chicken, Unspecified",,,,,2,0,
1999,September,Washington,Grocery Store,Liquor,,,,,3,,
1999,September,Washington,,"Sandwich, Turkey",,,,,2,,
1999,September,Washington,Restaurant,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,2,,
1999,September,Washington,Restaurant,"Fried Rice, Unspecified; Chicken, Unspecified",,,,,4,0,
1999,September,Washington,Restaurant,"Pizza, Unspecified",,,,,4,,
1999,September,Washington,,"Ground Beef, Unspecified",,Virus,,Suspected,2,,
1999,September,Washington,,"Chicken, Unspecified; Potato, Mashed",,,,,10,,
1999,September,Washington,Restaurant,"Rice, Unspecified; Beans, Unspecified",,,,,4,,
1999,September,West Virginia,Restaurant,"Chile Relleno, Unspecified",Beef,Salmonella enterica,Enteritidis,Confirmed,12,5,0
1999,October,Alabama,Restaurant,,,,,,6,0,0
1999,October,Alabama,Private Home/Residence,,,,,,4,0,0
1999,October,Alabama,Restaurant,,,,,,2,0,0
1999,October,Alabama,Restaurant,,,,,,3,0,0
1999,October,Alabama,Restaurant,,,,,,2,0,0
1999,October,Alabama,Restaurant,,,,,,10,0,0
1999,October,Arkansas,Catering Service,,,Virus,,Suspected,70,,
1999,October,Arkansas,Catering Service,,,Virus,,Suspected,85,0,0
1999,October,California,Restaurant,"Sushi, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,2,1,
1999,October,California,Catering Service,,,,,,8,0,0
1999,October,California,Private Home/Residence,"Eggs, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,6,,
1999,October,California,Catering Service,,,Norovirus genogroup I,,Suspected,15,0,0
1999,October,California,Restaurant,"Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,8,0,0
1999,October,California,,Chicken Salad,,Norovirus genogroup I,,Suspected,24,0,0
1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,11,0,0
1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,17,0,0
1999,October,California,Restaurant,,,Virus,,Suspected,10,0,0
1999,October,California,Grocery Store,,,,,,15,0,0
1999,October,California,Restaurant,Coleslaw,,Norovirus genogroup I,,Suspected,4,0,0
1999,October,California,Private Home/Residence,"Spaghetti, Unspecified",,Clostridium perfringens,,Suspected,11,0,0
1999,October,California,Catering Service,"Potato Salad; Turkey, Unspecified",,Norovirus genogroup I,,Suspected,110,0,0
1999,October,California,Restaurant,,,Norovirus genogroup I,,Suspected,12,0,0
1999,October,California,,"Sandwich, Beef",,Clostridium perfringens,,Confirmed,206,0,0
1999,October,Colorado,Restaurant,"Salad, Unspecified",,Hepatitis A,,Confirmed,2,1,0
1999,October,Florida,Restaurant,"Chicken, Tandori",Chicken,,,,2,0,0
1999,October,Florida,Restaurant,"Sushi, Unspecified",,,,,3,,0
1999,October,Florida,Restaurant,"Fish, Dolphin",Fin Fish,Scombroid toxin,,Suspected,2,0,0
1999,October,Florida,Restaurant,"Shrimp, Fried; House Salad",,,,,2,0,0
1999,October,Florida,Restaurant,"Chicken, Unspecified",Chicken,Salmonella enterica,Enteritidis,Suspected,6,0,0
1999,October,Florida,Grocery Store,"Chocolate, Unspecified",,Parasite,,Suspected,3,1,0
1999,October,Florida,Restaurant,,,,,,9,,
1999,October,Florida,Restaurant,"Salad, Unspecified",,,,,2,0,0
1999,October,Florida,Restaurant,Caesar Salad,,Chemical or toxin,,Suspected,3,,
1999,October,Florida,Restaurant,"Pizza, Unspecified",,,,,2,0,0
1999,October,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,2,0,0
1999,October,Florida,Catering Service,,,,,,11,1,0
1999,October,Florida,Restaurant,"Sausage, Italian",,,,,2,,
1999,October,Florida,Restaurant,"Pizza, Meat And Vegetable",,Salmonella enterica,,Suspected,2,0,0
1999,October,Florida,Restaurant,"Deli Meat, Multiple; Pre-Packaged Salad",,Norovirus genogroup I,,Confirmed,46,0,0
1999,October,Florida,Restaurant,Blue Cheese Dressing,Cheese,,,,3,0,0
1999,October,Florida,Private Home/Residence,,,Bacillus cereus,,Suspected,5,0,0
1999,October,Florida,Grocery Store,"Cake, Unspecified",,Norovirus genogroup I,,Suspected,7,1,0
